day_id,city_id,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,condition_text
D1451,C057,14,15.1,100,1022,0,88,50,14.1,10,1,9.7,1,5:45 AM,5:45 PM,
D1452,C057,12,9,110,1022,0,88,25,11.7,10,1,12.8,1,5:44 AM,5:45 PM,
D1453,C057,16,19.1,90,1023,0,77,75,16,10,1,12.2,1,5:43 AM,5:46 PM,
D1454,C057,15,6.1,150,1023,0,94,50,15.7,10,1,6.8,1,5:42 AM,5:46 PM,
D1455,C057,14,9,120,1022,0,94,25,13.9,10,1,10.2,1,5:41 AM,5:46 PM,
D1456,C057,17,13,120,1024,0,83,75,17,10,1,18.3,1,5:40 AM,5:46 PM,
D1457,C058,23,13,200,1016,2.3,100,25,25.1,10,5,12.2,1,6:21 AM,6:45 PM,
D1458,C058,23,3.6,229,1015,0,100,25,25.4,10,1,11.2,3,6:21 AM,6:44 PM,
D1459,C058,26,4,350,1016,0,89,25,28.2,10,1,13.7,1,6:21 AM,6:44 PM,
D1460,C058,25,4,50,1016,0.1,100,25,27.2,10,1,15.1,1,6:21 AM,6:43 PM,
D1461,C058,27,3.6,189,1015,0,89,25,29.1,10,1,15.1,1,6:21 AM,6:43 PM,
D1462,C058,23,6.8,230,1013,3.2,100,25,25.4,10,1,19.8,2,6:21 AM,6:42 PM,
D1463,C058,26,6.1,320,1014,0.5,84,25,29.3,10,1,10.1,1,6:21 AM,6:41 PM,
D1464,C058,25,6.8,150,1014,0.4,89,25,27.9,10,1,15.5,2,6:21 AM,6:41 PM,Partly Cloudy
D1465,C058,23,11.2,130,1017,0,100,50,25.2,4,1,14.8,1,6:21 AM,6:40 PM,Thunderstorms
D1466,C058,23,6.8,340,1017,1.9,100,25,25.3,10,1,18.4,3,6:21 AM,6:39 PM,Thunderstorms
D1467,C058,26,6.8,100,1016,0,94,25,28.2,10,1,6.8,3,6:21 AM,6:39 PM,
D1468,C058,28,6.1,270,1015,1,79,25,34.1,10,1,19.1,1,6:21 AM,6:38 PM,
D1469,C058,23,4,130,1016,0.1,100,25,25.1,10,1,24.5,2,6:21 AM,6:37 PM,
D1470,C058,24,6.8,220,1018,0,100,25,25.9,10,1,19.4,2,6:21 AM,6:37 PM,
D1471,C058,27,6.8,230,1014,0,94,25,29.3,10,1,12.2,1,6:21 AM,6:36 PM,
D1472,C058,28,6.8,310,1013,3.6,89,0,32,10,1,13.3,1,6:21 AM,6:35 PM,Clear and Sunny
D1473,C058,31,6.1,170,1011,0,55,25,32.8,10,8,6.1,1,6:21 AM,6:34 PM,
D1474,C058,26,6.1,190,1014,0.6,94,0,27.9,10,1,13.7,2,6:21 AM,6:34 PM,
D1475,C058,25,6.8,90,1014,0,100,25,27.8,10,1,12.6,2,6:21 AM,6:33 PM,Thunderstorms
D1476,C058,25,6.1,230,1014,0,100,25,27.1,10,1,16.6,2,6:21 AM,6:32 PM,
D1477,C058,23,4,270,1014,1.26,100,50,25.3,10,1,17.1,2,6:21 AM,6:32 PM,
D1478,C058,25,6.1,70,1013,0,94,25,27.4,10,1,12.4,1,6:21 AM,6:31 PM,
D1479,C058,27,6.8,100,1013,0,84,25,29.8,10,1,17.6,2,6:21 AM,6:30 PM,
D1480,C058,27,6.1,230,1014,0.05,89,25,28.8,10,1,9.1,3,6:21 AM,6:29 PM,
D1481,C058,28,9,90,1014,0,74,25,33.3,10,1,7.6,1,6:21 AM,6:29 PM,
D1482,C058,23,3.6,240,1015,0,100,25,25.2,10,1,12.6,1,6:21 AM,6:28 PM,Partly Cloudy
D1483,C059,28,20.2,300,1012,0,42,25,29.3,10,7,30.6,1,6:31 AM,7:34 PM,
D1484,C059,23,11.2,300,1011,0,69,0,25,10,1,28.4,1,6:32 AM,7:33 PM,
D1485,C059,24,13,100,1014,0,83,25,25.6,10,1,11.9,1,6:32 AM,7:33 PM,
D1486,C059,23,9,320,1018,0,83,0,25,10,1,18.4,1,6:32 AM,7:32 PM,
D1487,C059,23,6.8,90,1018,0,78,25,25,10,1,15.8,3,6:33 AM,7:30 PM,
D1488,C059,23,6.8,90,1019,0,83,0,25,10,1,19.8,1,6:34 AM,7:29 PM,Clear and Sunny
D1489,C059,23,6.8,270,1018,0,73,0,24.9,10,1,12.6,1,6:35 AM,7:27 PM,
D1490,C059,25,16.9,70,1010,0,69,0,26.2,10,1,34.6,2,6:36 AM,7:26 PM,
D1491,C059,24,33.1,20,1009,1.5,57,37,25.7,10,1,57.6,1,6:36 AM,7:25 PM,Moderate to Heavy Rain
D1492,C059,24,28.1,20,1011,2.7,74,25,25.8,10,1,59,1,6:37 AM,7:23 PM,
D1493,C059,22,9,10,1013,0.9,83,25,24.5,10,1,46.8,1,6:38 AM,7:22 PM,
D1494,C059,25,20.2,20,1013,10,65,0,26.6,10,1,46.4,3,6:39 AM,7:20 PM,
D1495,C059,24,3.6,308,1015,0,74,0,25.8,10,1,16.2,3,6:39 AM,7:19 PM,
D1496,C059,24,11.2,320,1016,0,83,25,25.8,10,1,15.5,3,6:40 AM,7:17 PM,
D1497,C059,23,4,310,1016,0,83,0,25,10,1,9,1,6:41 AM,7:16 PM,
D1498,C059,23,9,290,1018,0,78,0,25,10,1,10.4,1,6:42 AM,7:14 PM,
D1499,C059,28,16.9,240,1017,0,66,25,30.1,10,7,20.2,1,6:43 AM,7:11 PM,Partly Cloudy
D1500,C059,22,6.1,250,1018,0,83,0,24.6,10,1,7.9,1,6:43 AM,7:11 PM,
D1501,C059,21,4,240,1018,0,88,0,21,10,1,9.7,1,6:44 AM,7:10 PM,
D1502,C059,22,6.1,180,1019,0,83,0,24.6,10,1,11.5,1,6:45 AM,7:08 PM,
D1503,C059,23,3.6,274,1019,0,73,0,24.9,10,1,8.4,1,6:46 AM,7:07 PM,
D1504,C059,24,3.6,260,1018,0,69,0,25.6,10,1,21.1,1,6:46 AM,7:05 PM,
D1505,C059,26,6.8,270,1017,0,61,0,27.9,10,1,19,1,6:47 AM,7:04 PM,
D1506,C059,25,6.8,170,1016,0,74,0,26.4,10,1,24.2,2,6:48 AM,7:02 PM,
D1507,C059,25,16.9,160,1014,0,89,0,26.9,10,1,41.3,2,6:49 AM,7:01 PM,
D1508,C059,25,25.9,150,1013,0,89,0,27,10,1,49.5,2,6:49 AM,6:59 PM,
D1509,C060,29,11.2,70,1008,0,75,100,33.8,24,1,19.4,1,6:27 AM,6:44 PM,Cloudy and Overcast
D1510,C060,31,22,90,1008,0.1,71,100,39.2,24,6,40.3,1,6:27 AM,6:43 PM,
D1511,C060,31,9,190,1012,0.3,71,75,39.5,24,6,21.6,1,6:27 AM,6:43 PM,
D1512,C060,27,11.2,220,1012,0.5,89,100,29.7,16,6,19.4,1,6:27 AM,6:43 PM,Light Precipitation
D1513,C060,29,13,240,1011,0.7,79,100,33.3,24,6,14.8,1,6:27 AM,6:42 PM,
D1514,C060,27.7,6.5,222,1012,0.4,74,77,30.9,10,6,9.7,1,6:27 AM,6:42 PM,Rain Showers
D1515,C060,30,6.8,20,1011,0,75,75,36,24,7,16.9,1,6:27 AM,6:41 PM,
D1516,C060,31,19.1,100,1011,0.1,75,50,39.1,32,6,29.5,1,6:26 AM,6:41 PM,Partly Cloudy
D1517,C060,31.6,11.2,120,1011,0.3,72,75,40.7,24,6,24.8,1,6:26 AM,6:40 PM,
D1518,C060,30,15.1,60,1012,0,75,75,35.7,24,6,22.3,1,6:26 AM,6:39 PM,
D1519,C060,31,13,50,1011,0.2,75,75,38.8,24,6,25.9,1,6:26 AM,6:39 PM,
D1520,C060,31,6.8,40,1010,0,75,50,38.7,32,7,22.3,1,6:26 AM,6:38 PM,
D1521,C060,31,6.8,120,1010,0.1,75,50,38.1,32,6,21.6,1,6:26 AM,6:38 PM,Partly Cloudy
D1522,C060,31,6.8,50,1010,0.6,75,100,39.3,24,6,30.6,1,6:26 AM,6:37 PM,Cloudy and Overcast
D1523,C060,30,22,110,1010,0,75,75,36.6,24,6,43.9,1,6:25 AM,6:37 PM,
D1524,C060,31,11.2,70,1011,0,71,75,37.3,24,7,28.8,1,6:25 AM,6:36 PM,
D1525,C060,28,6.1,100,1010,0,84,100,31.7,24,1,11.9,1,6:25 AM,6:35 PM,Cloudy and Overcast
D1526,C060,30,13,100,1012,0.1,75,75,36.2,24,6,21.2,1,6:25 AM,6:35 PM,
D1527,C060,29,19.1,50,1011,0.1,79,75,33.9,24,6,20.5,1,6:25 AM,6:35 PM,
D1528,C060,29,13,100,1010,0.4,79,100,34.2,24,6,39.2,1,6:25 AM,6:34 PM,
D1529,C060,29,20.2,190,1011,0.75,79,100,35.8,24,6,13.4,1,6:24 AM,6:33 PM,
D1530,C060,30,13,340,1011,1.57,75,100,38.1,24,6,27,1,6:24 AM,6:33 PM,Cloudy and Overcast
D1531,C060,30,6.8,70,1009,1.13,79,100,36.7,24,6,24.6,1,6:24 AM,6:32 PM,Cloudy and Overcast
D1532,C060,30,19.1,80,992,0.01,75,75,36.2,24,6,17.9,1,6:24 AM,6:32 PM,
D1533,C060,31,13,100,1008,0,75,75,38.3,24,7,23.8,1,6:24 AM,6:31 PM,
D1534,C060,28,22,70,1009,0.79,84,100,32.5,23,6,37.9,1,6:24 AM,6:31 PM,Cloudy and Overcast
D1535,C061,26,15.1,150,1021,0,70,75,27.1,10,7,19.8,1,6:21 AM,6:01 PM,
D1536,C061,22,13,140,1021,0,78,50,24.5,10,6,21.2,1,6:21 AM,6:01 PM,
D1537,C061,21,15.1,160,1020,0,69,25,21,10,1,26.3,1,6:21 AM,6:01 PM,Partly Cloudy
D1538,C061,22,9,80,1021,0,65,50,24.6,10,1,20.2,1,6:20 AM,6:01 PM,
D1539,C061,22,19.1,70,1022,0,88,50,24.5,10,1,27,1,6:19 AM,6:01 PM,
D1540,C061,23,25.9,80,1022,0,78,75,25,10,1,38.5,1,6:18 AM,6:02 PM,
D1541,C061,22,20.2,100,1021,0,78,50,24.5,10,1,34.2,1,6:17 AM,6:02 PM,
D1542,C061,22,15.1,100,1019,0,78,50,24.6,10,1,27.7,1,6:16 AM,6:02 PM,
D1543,C061,22,11.2,110,1018,0,73,25,24.5,10,1,20.9,1,6:15 AM,6:02 PM,
D1544,C061,19,6.8,320,1018,0.1,94,50,19,10,1,13.7,1,6:15 AM,6:03 PM,
D1545,C061,19,6.8,320,1019,0.1,88,25,19,10,1,15.5,1,6:14 AM,6:03 PM,
D1546,C061,20,3.6,137,1021,0,88,25,20,10,1,18,1,6:13 AM,6:03 PM,
D1547,C061,23,11.2,110,1021,0,73,75,25.1,10,1,22.3,1,6:12 AM,6:03 PM,Partly Cloudy
D1548,C061,22,16.9,120,1021,0,88,50,24.5,8,1,29.9,1,6:11 AM,6:03 PM,Cloudy and Overcast
D1549,C061,22,19.1,80,1020,0,88,75,24.5,10,1,22.7,1,6:10 AM,6:04 PM,
D1550,C061,22,11.2,70,1021,0,88,50,24.5,10,1,25.9,1,6:09 AM,6:04 PM,Partly Cloudy
D1551,C061,24,6.8,120,1019,0,69,50,25.6,10,6,23,1,6:07 AM,6:04 PM,
D1552,C061,21,3.6,10,1019,0.1,83,50,21,10,1,21.2,1,6:07 AM,6:04 PM,
D1553,C061,23,24.1,90,1020,0,73,50,25.1,10,1,29.9,1,6:06 AM,6:04 PM,Cloudy and Overcast
D1554,C061,22,16.9,90,1020,0.1,88,50,24.5,10,1,23,1,6:06 AM,6:05 PM,
D1555,C061,22,6.8,90,1019,0,78,50,24.5,10,1,25,1,6:05 AM,6:05 PM,
D1556,C061,22,11.2,90,1019,0.01,88,50,24.5,10,1,27.4,1,6:04 AM,6:05 PM,Partly Cloudy
D1557,C061,23,19.1,110,1020,0.01,83,75,25.1,10,1,31.4,1,6:03 AM,6:05 PM,Cloudy and Overcast
D1558,C061,24,19.1,90,1020,0.01,78,50,26,10,1,31.6,1,6:02 AM,6:05 PM,
D1559,C061,23,15.1,90,1019,0.14,83,75,25.1,10,1,24.6,1,6:01 AM,6:06 PM,
D1560,C061,21,3.6,10,1021,0,73,25,21,10,1,28,1,6:00 AM,6:06 PM,
D1561,C062,22,20.2,170,1002,0,73,50,24.5,10,6,22.3,1,6:50 AM,8:12 PM,
D1562,C062,20,22,360,1003,0.2,68,75,20,10,1,6.5,1,6:51 AM,8:10 PM,
D1563,C062,20,13,330,1009,0,73,0,20,10,1,9.7,1,6:51 AM,8:10 PM,
D1564,C062,20,13,330,1017,0,68,25,20,10,1,6.5,1,6:52 AM,8:08 PM,
D1565,C062,23,11.2,110,1019,0,78,75,25.1,10,1,4,1,6:53 AM,8:07 PM,
D1566,C062,22,15.1,340,1021,0,61,0,24.6,10,1,10.1,1,6:55 AM,8:05 PM,
D1567,C062,24,15.1,340,1021,0,50,0,25.4,10,1,14,1,6:56 AM,8:03 PM,
D1568,C062,24,13,330,1019,0,57,0,25.7,10,1,22.7,1,6:57 AM,8:01 PM,
D1569,C062,22,11.2,320,1020,0,69,0,24.6,10,1,7.6,2,6:58 AM,8:00 PM,Clear and Sunny
D1570,C062,23,15.1,330,1018,0,57,0,24.8,10,1,28.8,1,6:59 AM,7:58 PM,
D1571,C062,24,16.9,340,1018,0,50,0,25.2,10,1,27.7,2,7:00 AM,7:56 PM,
D1572,C062,24,15.1,340,1017,0,54,0,25.3,10,1,25.9,2,7:01 AM,7:54 PM,Clear and Sunny
D1573,C062,25,16.9,340,1017,0,54,0,26.1,10,1,22,2,7:02 AM,7:52 PM,Clear and Sunny
D1574,C062,24,16.9,330,1017,0,57,0,25.6,10,1,3.6,2,7:04 AM,7:51 PM,
D1575,C062,23,6.8,30,1014,0,73,0,25,10,1,2.2,2,7:05 AM,7:49 PM,
D1576,C062,24,6.8,60,1016,0,74,75,25.6,10,1,5,2,7:06 AM,7:47 PM,Partly Cloudy
D1577,C062,24,9,30,1018,0,74,25,25.8,10,6,10.4,1,7:08 AM,7:43 PM,
D1578,C062,23,6.8,40,1017,0,78,25,25,10,1,9.7,1,7:08 AM,7:43 PM,
D1579,C062,23,9,320,1016,0,69,0,25,10,1,14.4,1,7:09 AM,7:42 PM,Clear and Sunny
D1580,C062,23,6.8,350,1017,0,73,75,25,10,1,13.3,1,7:10 AM,7:40 PM,
D1581,C062,25,31,70,1015,0.57,79,0,26.6,10,1,13.1,1,7:12 AM,7:38 PM,
D1582,C062,22,16.9,320,1014,0,83,25,24.6,10,1,15.9,1,7:13 AM,7:36 PM,
D1583,C062,23,9,20,1015,0,73,75,25.1,10,1,3.6,1,7:14 AM,7:34 PM,
D1584,C062,21,24.1,80,1012,0.15,78,75,21,10,1,9.9,1,7:15 AM,7:32 PM,Rain Showers
D1585,C062,20,19.1,320,1006,0.14,88,75,20,10,1,8.6,1,7:16 AM,7:31 PM,Rain Showers
D1586,C062,20,20.2,280,1007,0,53,0,20,10,1,24.1,1,7:17 AM,7:29 PM,
D1587,C063,26,11.2,260,1018,0,32,25,29,10,4,6.1,2,6:05 AM,7:41 PM,Partly Cloudy
D1588,C063,18,3.6,355,1018,0,60,0,18,10,5,15.1,1,6:07 AM,7:39 PM,
D1589,C063,10,3.6,193,1020,0,82,25,8.8,10,6,10.4,1,6:07 AM,7:39 PM,
D1590,C063,10,3.6,207,1017,0,82,50,8.2,10,6,14.8,1,6:08 AM,7:37 PM,Partly Cloudy
D1591,C063,11,3.6,10,1012,0.2,87,50,8.8,10,5,21.2,1,6:09 AM,7:35 PM,
D1592,C063,9,3.6,316,1015,0,93,25,6.6,10,6,18,1,6:11 AM,7:33 PM,
D1593,C063,5,3.6,10,1018,0,93,0,2.6,10,6,11.5,1,6:12 AM,7:31 PM,
D1594,C063,10,3.6,178,1019,0,87,25,7.7,10,7,19.4,1,6:13 AM,7:29 PM,
D1595,C063,20,3.6,191,1015,0,32,0,20,10,7,25.2,2,6:15 AM,7:27 PM,Clear and Sunny
D1596,C063,12,22,270,1006,0,94,75,10.1,10,3,20.2,1,6:16 AM,7:25 PM,Moderate to Heavy Rain
D1597,C063,7,19.1,70,1019,0,81,0,3.5,10,6,24.5,1,6:17 AM,7:23 PM,
D1598,C063,7,19.1,80,1012,0,81,0,5.2,10,1,10.8,1,6:19 AM,7:21 PM,Clear and Sunny
D1599,C063,9,11.2,340,1013,0.1,87,75,6.1,10,1,23,1,6:20 AM,7:19 PM,Partly Cloudy
D1600,C063,0,3.6,308,1021,0,93,25,-4.3,10,1,16.6,1,6:21 AM,7:17 PM,
D1601,C063,-2,3.6,10,1019,0,86,0,-3.5,10,5,5,1,6:23 AM,7:15 PM,
D1602,C063,-1,3.6,193,1013,0,93,0,-1.9,10,1,3.2,1,6:24 AM,7:12 PM,
D1603,C063,11,3.6,238,1008,0,94,75,10.2,10,1,9,1,6:27 AM,7:08 PM,
D1604,C063,8,3.6,314,1009,0.3,87,75,6.8,10,1,8.6,1,6:27 AM,7:08 PM,
D1605,C063,7,3.6,291,1013,0,87,75,5.4,10,1,9.4,1,6:28 AM,7:06 PM,
D1606,C063,8,3.6,5,1012,0.1,87,75,6.5,10,1,10.1,1,6:30 AM,7:04 PM,
D1607,C063,7,3.6,349,1016,0.03,81,75,3.5,10,1,23.6,1,6:31 AM,7:02 PM,
D1608,C063,0,3.6,290,1023,0.01,93,0,-2.9,10,1,9.9,1,6:32 AM,7:00 PM,
D1609,C063,0,3.6,271,1022,0,93,0,-3.7,10,1,13.2,1,6:34 AM,6:58 PM,
D1610,C063,1,3.6,10,1018,0,86,25,-3.6,10,1,20.3,1,6:35 AM,6:56 PM,
D1611,C063,1,3.6,187,1023,0,86,0,-2.6,10,1,13.7,1,6:36 AM,6:54 PM,
D1612,C063,12,25.9,140,1015,0.04,41,75,11,10,1,11.6,1,6:38 AM,6:51 PM,Partly Cloudy
D1613,C064,25,3.6,175,1006,0.3,65,50,26.3,10,5,14.4,1,6:04 AM,7:23 PM,
D1614,C064,18,13,40,1007,2.4,94,100,18,10,1,4,1,6:05 AM,7:21 PM,
D1615,C064,19,11.2,300,1011,3.1,94,75,19,10,1,9,1,6:05 AM,7:21 PM,
D1616,C064,19,4,290,1018,0,88,0,19,10,1,15.8,1,6:06 AM,7:20 PM,
D1617,C064,20,9,340,1019,0,83,0,20,10,1,19.8,1,6:07 AM,7:18 PM,
D1618,C064,21,3.6,10,1019,0,78,0,21,10,1,23.4,1,6:08 AM,7:16 PM,
D1619,C064,27,28.1,350,1015,0,37,0,27.6,10,1,24.5,1,6:10 AM,7:15 PM,
D1620,C064,23,33.1,360,1013,0,47,0,25,10,1,30.6,1,6:11 AM,7:13 PM,
D1621,C064,25,20.2,10,1015,0,39,0,26.1,10,1,37.1,1,6:12 AM,7:11 PM,Clear and Sunny
D1622,C064,25,16.9,360,1016,0,47,0,26.2,10,1,29.5,1,6:13 AM,7:09 PM,
D1623,C064,26,13,360,1016,0,45,0,27.3,10,1,29.5,1,6:14 AM,7:08 PM,
D1624,C064,26,16.9,360,1015,0,39,0,26.6,10,1,29.5,1,6:15 AM,7:06 PM,
D1625,C064,25,16.9,350,1016,0,34,0,25.5,10,1,29.5,1,6:16 AM,7:04 PM,Clear and Sunny
D1626,C064,20,4,330,1016,0,68,0,20,10,1,26.3,1,6:17 AM,7:02 PM,
D1627,C064,21,3.6,10,1015,0,64,0,21,10,1,16.6,1,6:18 AM,7:01 PM,
D1628,C064,20,6.1,340,1017,0,73,0,20,10,1,11.2,2,6:19 AM,6:59 PM,
D1629,C064,29,3.6,206,1016,0,43,50,28.3,10,7,5.8,2,6:21 AM,6:55 PM,
D1630,C064,21,3.6,8,1017,0,78,0,21,10,1,18.7,2,6:21 AM,6:55 PM,
D1631,C064,22,3.6,10,1017,0,78,25,24.6,10,1,15.8,1,6:22 AM,6:53 PM,
D1632,C064,22,3.6,10,1018,0,73,50,24.6,10,1,15.1,1,6:23 AM,6:52 PM,
D1633,C064,21,6.8,350,1017,0,83,0,21,10,1,17.4,1,6:24 AM,6:50 PM,
D1634,C064,24,3.6,10,1016,0,69,0,25.3,10,1,7.6,1,6:25 AM,6:48 PM,
D1635,C064,22,3.6,22,1016,0,73,0,24.6,10,1,13.2,1,6:26 AM,6:46 PM,
D1636,C064,23,4,330,1016,0,69,0,24.7,10,1,12.9,1,6:27 AM,6:44 PM,
D1637,C064,20,6.8,330,1015,0.01,88,25,20,10,1,9.1,2,6:28 AM,6:43 PM,
D1638,C064,22,11.2,340,1015,0,78,0,24.5,10,1,13.6,3,6:30 AM,6:41 PM,
D1639,C065,24,11.2,280,1013,0,78,0,25.6,5,6,13.7,1,6:59 AM,7:58 PM,
D1640,C065,21,9,230,1012,0,100,50,21,5,1,16.9,1,6:59 AM,7:56 PM,
D1641,C065,18,3.6,10,1014,0,94,75,18,5,1,4,1,6:59 AM,7:56 PM,
D1642,C065,19,6.1,210,1016,0,94,0,19,5,1,15.5,1,7:00 AM,7:55 PM,Clear and Sunny
D1643,C065,22,13,280,1016,0,83,75,24.5,5,1,22.7,1,7:01 AM,7:54 PM,
D1644,C065,21,6.1,130,1009,0.4,78,50,21,5,1,15.8,1,7:01 AM,7:52 PM,
D1645,C065,18,3.6,10,1011,0,88,0,18,5,1,14.8,1,7:02 AM,7:51 PM,
D1646,C065,19,3.6,10,1015,0,94,0,19,5,1,6.1,1,7:03 AM,7:50 PM,
D1647,C065,18,3.6,10,1016,0,100,50,18,5,1,12.6,1,7:03 AM,7:48 PM,
D1648,C065,19,3.6,10,1015,0,100,50,19,5,1,10.1,1,7:04 AM,7:47 PM,
D1649,C065,20,3.6,10,1016,0,100,0,20,5,1,11.2,1,7:05 AM,7:46 PM,
D1650,C065,20,3.6,10,1016,0,94,50,20,5,1,1.1,1,7:06 AM,7:44 PM,
D1651,C065,19,3.6,10,1016,0,100,0,19,5,1,5.4,1,7:06 AM,7:43 PM,
D1652,C065,19,3.6,10,1017,0,100,25,19,5,1,6.1,1,7:07 AM,7:42 PM,
D1653,C065,19,3.6,10,1016,0,100,50,19,5,1,13.7,1,7:08 AM,7:40 PM,
D1654,C065,19,3.6,10,1016,0,94,0,19,5,1,13.3,1,7:08 AM,7:39 PM,Clear and Sunny
D1655,C065,25,11.2,310,1011,0,79,50,26.5,5,6,18.4,1,7:10 AM,7:36 PM,
D1656,C065,21,6.1,270,1012,0,100,0,21,5,1,11.2,1,7:10 AM,7:36 PM,
D1657,C065,19,3.6,10,1014,0,94,50,19,5,1,7.2,1,7:10 AM,7:35 PM,
D1658,C065,19,6.1,220,1013,0,94,75,19,6,1,13,1,7:11 AM,7:33 PM,
D1659,C065,18,6.1,180,1018,0,83,50,18,5,1,3.2,1,7:12 AM,7:32 PM,
D1660,C065,18,3.6,10,1019,0,88,50,18,6,1,18.5,1,7:13 AM,7:31 PM,
D1661,C065,17,3.6,10,1017,0,94,50,17,5,1,6.5,1,7:13 AM,7:29 PM,
D1662,C065,16,3.6,10,1017,0,94,50,16,5,1,11.8,1,7:14 AM,7:28 PM,
D1663,C065,16,3.6,10,1016,0,94,0,16,5,1,6.1,1,7:15 AM,7:26 PM,
D1664,C065,14,3.6,10,1017,0,100,0,13,6,1,20.3,1,7:15 AM,7:25 PM,
D1665,C066,21,16.9,140,1033,0.1,64,75,21,10,5,10.1,1,6:06 AM,5:36 PM,
D1666,C066,17,6.8,230,1028,0.1,88,75,17,10,1,9,2,6:05 AM,5:37 PM,
D1667,C066,17,6.1,290,1022,0,88,0,17,10,1,14.8,1,6:05 AM,5:37 PM,
D1668,C066,19.4,11.2,8,1015,0,77,0,19.4,10,1,20.2,1,6:04 AM,5:37 PM,
D1669,C066,19,16.9,210,1018,0,78,0,19,10,1,22,1,6:03 AM,5:38 PM,
D1670,C066,20,6.1,230,1017,0,94,0,20,10,1,6.8,1,6:02 AM,5:38 PM,
D1671,C066,19,6.1,300,1017,0,88,0,19,10,1,15.1,1,6:00 AM,5:38 PM,
D1672,C066,20,13,230,1018,0,94,75,20,10,1,14.4,2,5:59 AM,5:39 PM,Partly Cloudy
D1673,C066,23,25.9,180,1016,0,78,75,25,10,1,40,1,5:58 AM,5:39 PM,
D1674,C066,20,6.1,200,1020,0,68,75,20,10,1,4.3,3,5:57 AM,5:40 PM,
D1675,C066,18,3.6,27,1019,0,88,0,18,10,1,16.2,1,5:56 AM,5:40 PM,
D1676,C066,21,15.1,50,1019,0,88,75,21,10,1,16.9,1,5:55 AM,5:40 PM,
D1677,C066,21,11.2,30,1015,0,88,0,21,10,1,11.9,1,5:54 AM,5:41 PM,
D1678,C066,23.4,12.6,20,1007,0,43,0,24.7,10,1,26.3,1,5:53 AM,5:41 PM,
D1679,C066,20,33.1,190,1018,0,68,75,20,10,1,49,1,5:52 AM,5:42 PM,
D1680,C066,16,24.1,220,1032,0,72,75,16,10,1,25.9,1,5:51 AM,5:42 PM,
D1681,C066,31,20.2,20,1012,0,29,25,32,8,7,31.7,2,5:49 AM,5:43 PM,Partly Cloudy
D1682,C066,20,13,30,1015,0,73,0,20,10,1,27.7,1,5:49 AM,5:43 PM,
D1683,C066,28,19.1,350,1007,0,35,0,27.4,10,1,39.6,1,5:48 AM,5:43 PM,
D1684,C066,21,20.2,180,1014,0.1,73,50,21,10,1,26.6,1,5:47 AM,5:43 PM,
D1685,C066,21,9,130,1022,0.36,69,75,21,10,1,14.8,1,5:46 AM,5:44 PM,
D1686,C066,19,11.2,40,1018,0,78,0,19,10,1,23.6,1,5:44 AM,5:44 PM,
D1687,C066,20.8,6.1,67,1014,0,91,24,20.8,10,1,9.8,1,5:43 AM,5:45 PM,
D1688,C066,21,28.1,210,1018,0,73,0,21,10,1,28.6,1,5:42 AM,5:45 PM,
D1689,C066,21,6.1,270,1014,0,94,25,21,10,1,9,1,5:41 AM,5:45 PM,
D1690,C066,22,6.8,210,1015,0,94,50,24.5,10,1,13.6,2,5:40 AM,5:46 PM,
D1691,C067,20,6.1,300,1031,0,43,0,20,10,7,18,2,7:05 AM,6:41 PM,
D1692,C067,16,19.1,70,1028,0,48,0,16,10,1,19.8,2,7:04 AM,6:41 PM,
D1693,C067,16,6.8,80,1026,0,42,0,16,10,1,11.5,2,7:04 AM,6:41 PM,
D1694,C067,15,6.8,90,1024,0,48,0,14.9,10,1,16.6,2,7:03 AM,6:41 PM,
D1695,C067,15,6.1,100,1023,0,31,0,14.6,10,1,21.2,2,7:02 AM,6:41 PM,
D1696,C067,15,6.8,110,1023,0,17,0,15.1,10,1,14.4,1,7:01 AM,6:42 PM,
D1697,C067,16,11.2,90,1024,0,22,0,16,10,1,17.3,1,7:00 AM,6:42 PM,
D1698,C067,15,6.1,120,1025,0,21,0,14.8,10,1,17.3,1,6:59 AM,6:42 PM,
D1699,C067,16,6.8,120,1026,0,27,0,16,10,1,26.3,1,6:58 AM,6:43 PM,
D1700,C067,20,9,120,1026,0,19,0,20,10,1,13.7,2,6:57 AM,6:43 PM,
D1701,C067,22,4,150,1025,0,15,0,22.1,10,1,21.2,1,6:57 AM,6:43 PM,
D1702,C067,21,11.2,110,1024,0,15,0,21,10,1,15.8,4,6:56 AM,6:43 PM,
D1703,C067,19,4,50,1024,0,37,0,19,10,1,9,3,6:55 AM,6:44 PM,
D1704,C067,17,6.1,290,1023,0,34,0,17,10,1,27.4,2,6:54 AM,6:44 PM,
D1705,C067,5.5,22.3,122,1024,0,34,0,1.4,10,1,29.9,1,6:53 AM,6:44 PM,Clear and Sunny
D1706,C067,12,15.1,100,1026,0,15,0,11.3,10,1,17.3,1,6:52 AM,6:45 PM,Clear and Sunny
D1707,C067,32,9,270,1022,0,8,0,29.8,10,7,25.6,2,6:50 AM,6:45 PM,
D1708,C067,18,9,110,1026,0,7,0,18,10,1,19.8,1,6:50 AM,6:45 PM,
